additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
,OCASPS,call,,american,2024-08-14,BATO,100,528,O:SPY240814C00528000,SPY
,OCASPS,call,,american,2024-08-14,BATO,100,529,O:SPY240814C00529000,SPY
,OCASPS,call,,american,2024-08-15,BATO,100,528,O:SPY240815C00528000,SPY
,OCASPS,call,,american,2024-08-15,BATO,100,529,O:SPY240815C00529000,SPY
,OCASPS,call,,american,2024-08-16,BATO,100,528,O:SPY240816C00528000,SPY
,OCASPS,call,,american,2024-08-16,BATO,100,529,O:SPY240816C00529000,SPY
,OCASPS,call,,american,2024-08-19,BATO,100,528,O:SPY240819C00528000,SPY
,OCASPS,call,,american,2024-08-19,BATO,100,529,O:SPY240819C00529000,SPY
,OCASPS,call,,american,2024-08-20,BATO,100,528,O:SPY240820C00528000,SPY
,OCASPS,call,,american,2024-08-20,BATO,100,529,O:SPY240820C00529000,SPY
,OCASPS,call,,american,2024-08-21,BATO,100,528,O:SPY240821C00528000,SPY
,OCASPS,call,,american,2024-08-21,BATO,100,529,O:SPY240821C00529000,SPY
