additional_underlyings,cfi,contract_type,correction,exercise_style,expiration_date,primary_exchange,shares_per_contract,strike_price,ticker,underlying_ticker
,OCASPS,call,,american,2023-01-26,BATO,100,389,O:SPY230126C00389000,SPY
,OCASPS,call,,american,2023-01-27,BATO,100,389,O:SPY230127C00389000,SPY
,OCASPS,call,,american,2023-01-30,BATO,100,389,O:SPY230130C00389000,SPY
,OCASPS,call,,american,2023-01-31,BATO,100,389,O:SPY230131C00389000,SPY
,OCASPS,call,,american,2023-02-01,BATO,100,389,O:SPY230201C00389000,SPY
,OCASPS,call,,american,2023-02-02,BATO,100,389,O:SPY230202C00389000,SPY
