open,high,low,close,volume,vwap,timestamp,transactions,date,time,ema_5,ema_10,ema_20,atr,upper_band,lower_band,previous,change,average_20_change,put_setup,call_setup,call_buy,call_sell,put_buy,put_sell,call_prices,put_prices
418.2183,418.4404,417.52,417.52,27891.0,418.0538,2023-05-23 12:00:00+00:00,270,2023-05-23,12:00:00,417.5526732127157,417.6262128843118,417.76393826454654,0.1184562129482001,418.23776311633935,417.2901134127537,417.5,0.0047904191616722,-0.0072980742126641,False,True,False,True,False,False,2.89,0.0
417.15,417.17,416.95,416.95,35907.0,417.0554,2023-05-23 13:17:00+00:00,261,2023-05-23,13:17:00,417.1414833733571,417.26521228634056,417.4066495706528,0.1100038531354716,417.8466649831946,416.96663415811094,417.15,-0.047944384513961,-0.0071878543190309,False,True,True,False,False,False,2.95,0.0
417.18,417.24,417.15,417.19,12698.0,417.198,2023-05-23 13:27:00+00:00,85,2023-05-23,13:27:00,417.141426763778,417.1431710991708,417.221946178188,0.0953970999498817,417.60353457798755,416.8403577783885,417.15,0.0095888769027976,-0.0041911016403389,False,False,False,True,False,False,2.8025,0.0
411.63,411.93,411.63,411.71,374754.0,411.7979,2023-05-24 15:27:00+00:00,3254,2023-05-24,15:27:00,411.479800397957,411.2407311165777,410.9856910892981,0.211971897568089,411.8335786795705,410.1378034990257,411.635,0.0182200250221649,0.0150889647269029,True,False,False,False,True,False,0.0,3.16
411.3301,411.36,410.88,410.9499,523902.0,411.1382,2023-05-24 15:31:00+00:00,3919,2023-05-24,15:31:00,411.2185692144113,411.20976713720813,411.05619328494,0.2374383103935703,412.00594652651426,410.1064400433657,411.33,-0.0924075559769456,0.004270875948279,False,False,False,False,False,True,0.0,3.002
413.65,413.65,413.6,413.6,1346.0,413.6204,2023-05-25 10:59:00+00:00,19,2023-05-25,10:59:00,413.7004089247271,413.7615475689795,413.8492189526572,0.0613542870326672,414.09463610078785,413.6038018045265,413.71,-0.0265886732251956,-0.0060395787018195,False,True,True,False,False,False,3.61,0.0
413.65,413.69,413.65,413.69,3486.0,413.6534,2023-05-25 11:09:00+00:00,24,2023-05-25,11:09:00,413.5980038398436,413.6045536586609,413.6765782850617,0.0667167963328247,413.943445470393,413.4097110997304,413.6,0.021760154738872,-0.0031401683161037,False,False,False,True,False,False,3.83,0.0
413.875,413.88,413.38,413.51,636176.0,413.5752,2023-05-25 13:31:00+00:00,5027,2023-05-25,13:31:00,414.07155481469385,414.3034220799525,414.5079806276082,0.2001872486109717,415.3087296220521,413.7072316331643,413.88,-0.0893978931091148,-0.0165256429594759,False,True,True,False,False,False,4.13,0.0
413.355,413.78,413.355,413.47,356042.0,413.5927,2023-05-25 13:45:00+00:00,3550,2023-05-25,13:45:00,413.2534838688866,413.2335580131978,413.47037864624326,0.265111671357224,414.53082533167213,412.4099319608144,413.355,0.0278211222798826,-0.0124212301329538,False,True,False,True,False,False,4.14,0.0
414.77,415.0,414.77,415.0,5801.0,414.916,2023-05-26 10:38:00+00:00,26,2023-05-26,10:38:00,414.81052371457554,414.6800609408625,414.4702621138734,0.1191612145779429,414.9469069721851,413.9936172555616,414.78,0.0530401658710707,0.0120656459006334,True,False,False,False,True,False,0.0,1.87
415.36,415.38,415.33,415.38,4139.0,415.3625,2023-05-26 11:15:00+00:00,23,2023-05-26,11:15:00,415.43524881255394,415.4520236369368,415.39421672347527,0.077913906547564,415.7058723496655,415.082561097285,415.4,-0.0048146364949402,0.0006034548375334,False,False,False,False,False,True,0.0,2.2
416.39,416.75,416.39,416.71,401532.0,416.5874,2023-05-26 13:40:00+00:00,3366,2023-05-26,13:40:00,416.3238221324124,416.0948026585437,415.87552358297256,0.2170635041771475,416.7437775996811,415.007269566264,416.41,0.072044379337661,0.0115409940813928,True,False,False,False,True,False,0.0,2.37
417.25,417.29,415.8,417.1,410809.0,417.1433,2023-05-26 13:42:00+00:00,3341,2023-05-26,13:42:00,416.7883653921833,416.44941334993416,416.1105759942247,0.2972373125198759,417.2995252443042,414.9216267441451,417.25,-0.0359496704613486,0.0182674850393746,True,False,False,False,False,True,0.0,2.6
422.11,422.13,422.0,422.0,15504.0,422.105,2023-05-30 11:06:00+00:00,52,2023-05-30,11:06:00,422.17516563438824,422.2333550667615,422.28887186646085,0.0710876874718425,422.57322261634823,422.0045211165734,422.13,-0.0307962002226791,-0.0056823876156194,False,True,True,False,False,False,2.84,0.0
421.95,422.08,421.95,422.08,2898.0,421.9945,2023-05-30 11:29:00+00:00,36,2023-05-30,11:29:00,421.9603736860408,421.9426675037133,421.9743168506438,0.0661237619721178,422.2388118985323,421.7098218027553,421.9,0.0426641384214284,0.0003568936574189,False,False,False,True,False,False,2.698,0.0
422.2,422.36,422.2,422.36,2624.0,422.2798,2023-05-30 11:31:00+00:00,37,2023-05-30,11:31:00,422.131277193796,422.0464137834775,422.0244634537016,0.0735516951798378,422.31867023442095,421.7302566729822,422.13,0.0544855850093616,0.0052134953619284,True,False,False,False,True,False,0.0,4.51
422.28,422.28,422.23,422.25,5496.0,422.2461,2023-05-30 11:41:00+00:00,35,2023-05-30,11:41:00,422.42309962652126,422.4130233808719,422.3148453809195,0.0937801019001924,422.6899657885203,421.93972497331873,422.4,-0.0355113636363582,0.0043862864813254,False,False,False,False,False,True,0.0,4.2844999999999995
418.8,418.8,418.71,418.73,1731.0,418.7397,2023-05-31 11:40:00+00:00,35,2023-05-31,11:40:00,418.9085735746317,418.9900924731382,419.0527727358964,0.0791629893367443,419.3694246932434,418.7361207785494,418.81,-0.0191017406461125,-0.0056069525995288,False,True,True,False,False,False,2.26,0.0
419.39,419.4614,418.49,418.64,31712.0,419.0309,2023-05-31 12:00:00+00:00,300,2023-05-31,12:00:00,418.577587125693,418.5779501460328,418.6385804351869,0.1198473362426317,419.1179697801574,418.1591910902164,418.5,0.0334528076463527,-0.0010732626121607,False,False,False,True,False,False,2.34,0.0
417.84,417.86,417.52,417.53,275632.0,417.7103,2023-06-01 13:31:00+00:00,2893,2023-06-01,13:31:00,417.8942229680629,418.0334723475297,418.10460748919434,0.1245041006837401,418.6026238919293,417.6065910864594,417.845,-0.0753868061123274,-0.0077743181525606,False,True,True,False,False,False,5.11,0.0
417.66,417.68,417.25,417.38,250229.0,417.4916,2023-06-01 13:40:00+00:00,2347,2023-06-01,13:40:00,417.4354916506452,417.5000204791132,417.6732863669221,0.1783106904099062,418.38652912856173,416.9600436052825,417.66,-0.0670401762198988,-0.0101651137720847,False,True,False,True,False,False,5.27,0.0
418.93,419.28,418.92,419.01,462156.0,419.1063,2023-06-01 14:42:00+00:00,3758,2023-06-01,14:42:00,418.7278542111724,418.50230146321945,418.2856714870936,0.2456653785299687,419.2683330012135,417.30300997297377,418.94,0.0167088365875765,0.0148259184151071,True,False,False,False,True,False,0.0,1.73
419.39,419.39,419.18,419.27,171087.0,419.2621,2023-06-01 15:01:00+00:00,1598,2023-06-01,15:01:00,419.3444472730277,419.3456895126445,419.2097510200838,0.2302755201896128,420.1308531008422,418.28864893932536,419.3908,-0.0288036838194903,0.0039430280772766,False,False,False,False,False,True,0.0,1.6435
424.5,425.19,424.44,425.04,866659.0,424.7831,2023-06-02 13:30:00+00:00,6603,2023-06-02,13:30:00,424.661572759986,424.5313317431918,424.4170959230481,0.1480566613638557,425.00932256850353,423.8248692775927,424.46,0.1366442067568301,0.0074227572203614,True,False,False,False,True,False,0.0,1.59
425.87,425.9099,425.43,425.45,419237.0,425.705,2023-06-02 13:46:00+00:00,3630,2023-06-02,13:46:00,425.8322460333832,425.8351630273041,425.5793301800794,0.207930594040764,426.41105255624245,424.7476078039164,425.87,-0.0986216451029694,0.0116603792522023,True,False,False,False,False,True,0.0,1.66
426.67,426.72,426.3601,426.42,463559.0,426.5801,2023-06-06 13:30:00+00:00,4386,2023-06-06,13:30:00,426.676727559593,426.791928263847,426.86609718412865,0.0838489926201098,427.20149315460907,426.53070121364823,426.66,-0.0562508789199852,-0.0059741116485527,False,True,True,False,False,False,2.95,0.0
426.235,426.6,426.23,426.48,209358.0,426.4371,2023-06-06 13:41:00+00:00,1718,2023-06-06,13:41:00,426.32759819834416,426.3418077721548,426.4662028588266,0.1398413393349469,427.0255682161664,425.9068375014868,426.24,0.0563063063063084,-0.0059722076214064,False,True,False,True,False,False,2.94,0.0
427.5,427.63,427.42,427.53,276003.0,427.5333,2023-06-06 14:11:00+00:00,2323,2023-06-06,14:11:00,427.30190045995937,427.09425292979535,426.8933674700236,0.1751391745820422,427.59392416835175,426.1928107716954,427.49,0.0093569440220738,0.0112435380183082,True,False,False,False,True,False,0.0,2.91
427.22,427.2401,426.955,427.0,183154.0,427.0858,2023-06-06 14:15:00+00:00,1797,2023-06-06,14:15:00,427.1793679920908,427.138650151792,426.990302515212,0.1854687023169139,427.7321773244796,426.2484277059443,427.22,-0.0514957164926799,0.0053357158976396,True,False,False,False,False,True,0.0,2.7645
427.395,427.395,426.96,427.03,286614.0,427.1514,2023-06-06 15:25:00+00:00,2404,2023-06-06,15:25:00,427.4405647025243,427.62941609715705,427.7802741236067,0.1819084748742641,428.50790802310377,427.05264022410967,427.4,-0.0865699578848864,-0.0127399212986624,False,True,True,False,False,False,2.75,0.0
427.478,427.82,427.42,427.67,149353.0,427.6618,2023-06-06 15:30:00+00:00,1415,2023-06-06,15:30:00,427.51830481679343,427.5452145042317,427.6613061056003,0.2017146008524032,428.4681645090099,426.8544477021907,427.46,0.0491274037336912,-0.00367426886785,False,False,False,True,False,False,2.76,0.0
428.62,428.8,428.62,428.76,3731.0,428.7665,2023-06-07 11:49:00+00:00,47,2023-06-07,11:49:00,428.6106046589448,428.56603260720806,428.4996325298827,0.0500149281983291,428.699692242676,428.2995728170894,428.52,0.0560067208064989,0.0054850237324144,True,False,False,False,True,False,0.0,3.36
428.3499,428.8,427.5604,428.77,30374.0,428.3827,2023-06-07 12:00:00+00:00,215,2023-06-07,12:00:00,428.77712966260526,428.74650052143096,428.67398214235936,0.1103941494866839,429.1155587403061,428.23240554441264,428.83,-0.0139915584264165,0.0023340214081142,False,False,False,False,False,True,0.0,3.65
429.215,429.4579,429.19,429.27,295920.0,429.3128,2023-06-07 13:39:00+00:00,2708,2023-06-07,13:39:00,429.10712773268847,428.9739384007902,428.83184682906506,0.1395725200885282,429.3901369094192,428.2735567487109,429.22,0.0116490377894679,0.0076973959849248,True,False,False,False,True,False,0.0,4.74
429.25,429.26,429.01,429.01,273677.0,429.1094,2023-06-07 13:54:00+00:00,2336,2023-06-07,13:54:00,429.23567127884695,429.2789229650334,429.21318197852446,0.1762115176404629,429.91802804908633,428.5083359079626,429.25,-0.0559114735002933,-0.000461297902456,False,False,False,False,False,True,0.0,4.503
428.99,429.1,428.99,429.1,2827.0,429.0439,2023-06-09 11:14:00+00:00,30,2023-06-09,11:14:00,428.9483338437117,428.8741590059652,428.80734803836856,0.0682801323406143,429.08046856773103,428.5342275090061,428.97,0.0303051495442561,0.0052472645833589,True,False,False,False,True,False,0.0,2.78
428.94,428.95,428.91,428.93,3014.0,428.9367,2023-06-09 11:32:00+00:00,16,2023-06-09,11:32:00,428.9827541695745,428.9971706832561,428.9660345915634,0.0524580737716259,429.17586688665,428.75620229647694,428.97,-0.0093246613982377,0.0023326332182139,False,False,False,False,False,True,0.0,2.6409999999999996
429.96,430.44,429.92,429.94,644837.0,430.1348,2023-06-09 13:30:00+00:00,5316,2023-06-09,13:30:00,429.9224909070036,429.87899007162383,429.7944180295959,0.086905271002953,430.14203911360767,429.4467969455841,429.98,-0.0093027582678311,0.0053530806464963,True,False,False,False,True,False,0.0,3.34
431.04,431.04,430.82,430.94,202936.0,430.9132,2023-06-09 13:59:00+00:00,2031,2023-06-09,13:59:00,431.0181102132957,431.003025993105,430.8622179633844,0.1894083872060378,431.6198515122086,430.10458441456024,431.03,-0.0208802171542526,0.0047643618513553,False,False,False,False,False,True,0.0,3.68
430.67,430.67,429.73,429.935,738599.0,430.1029,2023-06-09 15:25:00+00:00,7118,2023-06-09,15:25:00,430.5178671396222,430.7835345754195,430.9983986524354,0.2482137246366748,431.9912535509821,430.00554375388873,430.6725,-0.1712438105521042,-0.0124736652848851,False,True,True,False,False,False,2.9,0.0
430.02,430.14,429.97,430.0699,88896.0,430.0541,2023-06-09 15:38:00+00:00,903,2023-06-09,15:38:00,429.9171042820733,429.90248925688985,430.1270129126008,0.2386833083119628,431.0817461458486,429.1722796793529,430.02,0.0116041114366858,-0.0124108042822449,False,True,False,True,False,False,2.755,0.0
430.41,430.45,430.29,430.29,183580.0,430.3716,2023-06-12 13:37:00+00:00,1918,2023-06-12,13:37:00,430.5241487765892,430.6615931267144,430.8089808917616,0.1292815896049909,431.3261072501816,430.2918545333417,430.41,-0.0278803931135439,-0.0104446166564885,False,True,True,False,False,False,3.13,0.0
430.6,430.93,430.54,430.93,291671.0,430.7359,2023-06-12 13:39:00+00:00,2563,2023-06-12,13:39:00,430.678510567373,430.702719365817,430.80336077534224,0.1520891346185026,431.41171731381627,430.1950042368682,430.61,0.0743131836232305,-0.0008072815055704,False,False,False,True,False,False,3.14,0.0
436.91,437.18,436.71,436.73,477978.0,436.9417,2023-06-13 13:43:00+00:00,4478,2023-06-13,13:43:00,436.5644769445874,436.3320313648529,436.1204053842289,0.2628249213826618,437.1717050697595,435.06910569869825,436.9046,-0.0399629575884525,0.0121637775177845,True,False,False,False,True,False,0.0,3.6
436.32,436.45,435.89,435.89,322785.0,436.2151,2023-06-13 13:47:00+00:00,3088,2023-06-13,13:47:00,436.2536003841161,436.2757508219929,436.1654478333518,0.2842780723719393,437.3025601228395,435.0283355438641,436.33,-0.100841106501959,0.0024267475299023,False,False,False,False,False,True,0.0,3.42
435.72,435.72,435.5,435.5,15209.0,435.584,2023-06-15 10:34:00+00:00,46,2023-06-15,10:34:00,435.73431968457,435.8164745899814,435.95106006146096,0.103786673132605,436.3662067539914,435.53591336893055,435.8,-0.0688389169343761,-0.0080268956731041,False,True,True,False,False,False,3.77,0.0
435.67,435.67,435.67,435.67,256.0,435.6678,2023-06-15 10:58:00+00:00,5,2023-06-15,10:58:00,435.623850327955,435.6115285856613,435.66063583890406,0.0689252356570884,435.9363367815324,435.3849348962757,435.65,0.0045908412716719,-0.0025222338380836,False,False,False,True,False,False,3.93,0.0
437.35,437.569,437.35,437.45,344050.0,437.462,2023-06-15 13:42:00+00:00,2761,2023-06-15,13:42:00,437.2220667057718,436.9950471841307,436.7631433297462,0.1991932153472864,437.55991619113536,435.966370468357,437.35,0.0228649822796309,0.0114485611581151,True,False,False,False,True,False,0.0,1.97
439.14,439.18,438.68,438.69,488052.0,438.0536,2023-06-15 14:17:00+00:00,2219,2023-06-15,14:17:00,438.9638990206019,439.0102026476808,438.890416694562,0.2790124685762954,440.0064665688672,437.7743668202568,439.14,-0.102473015439265,0.0006924192265564,False,False,False,False,False,True,0.0,2.13
440.67,441.08,440.59,441.08,4679.0,440.8866,2023-06-16 12:02:00+00:00,137,2023-06-16,12:02:00,441.14475835632373,441.1999208128073,441.25554270882185,0.1408350924033225,441.81888307843514,440.69220233920856,441.08,0.0,-0.0053241569977484,False,True,True,False,False,False,2.26,0.0
441.15,441.28,441.15,441.25,2822.0,441.2195,2023-06-16 12:04:00+00:00,17,2023-06-16,12:04:00,441.1698926028106,441.1941618664246,441.2416120586954,0.1646036708939971,441.9000267422714,440.5831973751194,441.1,0.0340058943550163,-0.0012454085818236,False,False,False,True,False,False,2.35,0.0
442.5,442.73,442.5,442.73,13292.0,442.6022,2023-06-16 13:23:00+00:00,122,2023-06-16,13:23:00,442.4297136553909,442.2524136538648,442.12346864053376,0.1225292102878189,442.61358548168505,441.63335179938247,442.49,0.0542385138647221,0.0068969138729799,True,False,False,False,True,False,0.0,2.98
442.58,442.76,442.26,442.29,706696.0,442.5281,2023-06-16 13:32:00+00:00,5872,2023-06-16,13:32:00,442.5577271448235,442.57223558950034,442.449722931441,0.2458100070201508,443.4329629595216,441.4664829033604,442.58,-0.0655248768584128,0.0073657571223595,True,False,False,False,False,True,0.0,3.17
437.91,437.91,437.79,437.83,12240.0,437.8392,2023-06-20 13:25:00+00:00,131,2023-06-20,13:25:00,437.99126236043134,438.08767453378493,438.1689172440507,0.0917636642132124,438.5359719009036,437.80186258719783,437.99,-0.0365305143953115,-0.0058195193896067,False,True,True,False,False,False,3.04,0.0
437.78,437.93,437.74,437.895,299306.0,437.8509,2023-06-20 13:33:00+00:00,2892,2023-06-20,13:33:00,437.72035180068144,437.7552602361487,437.8888286648762,0.1614574748807993,438.5346585643994,437.242998765353,437.77,0.0285538067935217,-0.0049609761479681,False,False,False,True,False,False,3.04,0.0
435.91,435.935,435.45,435.48,352794.0,435.7713,2023-06-20 14:21:00+00:00,3455,2023-06-20,14:21:00,436.004371260173,436.3273041846232,436.6758514844721,0.2391925586854504,437.63262171921383,435.71908124973027,435.92,-0.1009359515507427,-0.018213978562472,False,True,True,False,False,False,4.01,0.0
435.395,435.6242,435.37,435.58,180272.0,435.4988,2023-06-20 14:40:00+00:00,2013,2023-06-20,14:40:00,435.4746175742116,435.4611999018824,435.606936011477,0.2386899081733167,436.56169564417024,434.65217637878374,435.3925,0.0430645911447716,-0.0038943654270012,False,False,False,True,False,False,3.91,0.0
434.52,434.58,434.19,434.345,380437.0,434.3649,2023-06-22 14:42:00+00:00,3144,2023-06-22,14:42:00,434.7441365285265,435.01331714588775,435.19582693820314,0.2469865651167374,436.1837731986701,434.20788067773617,434.52,-0.0402743256927079,-0.0139026983899648,False,True,True,False,False,False,3.24,0.0
434.62,434.82,434.62,434.78,153431.0,434.7186,2023-06-22 14:50:00+00:00,1555,2023-06-22,14:50:00,434.5868609893771,434.6132263576125,434.8004621179246,0.2485007225407512,435.7944650080876,433.8064592277616,434.65,0.029909122282295,-0.0076910912580558,False,True,False,True,False,False,3.09,0.0
435.0,435.03,435.0,435.0,5490.0,435.0205,2023-06-23 11:25:00+00:00,31,2023-06-23,11:25:00,434.90993046779766,434.84442972202305,434.74614043646,0.0637550014541254,435.0011604422765,434.4911204306435,434.9,0.0229937916762526,0.0060963414000485,True,False,False,False,True,False,0.0,3.25
434.83,434.83,434.77,434.78,6483.0,434.8023,2023-06-23 11:33:00+00:00,40,2023-06-23,11:33:00,434.8325776862912,434.8464548112099,434.8074691587927,0.056134445279499,435.0320069399107,434.5829313776747,434.83,-0.0114987466366192,0.0004606716906825,False,False,False,False,False,True,0.0,3.14
433.67,433.67,433.44,433.55,41648.0,433.5707,2023-06-23 12:39:00+00:00,158,2023-06-23,12:39:00,433.69199867731817,433.8130392854978,433.95610073008703,0.1238159038636041,434.45136434554144,433.4608371146326,433.63,-0.0184489080552508,-0.0059914720763923,False,True,True,False,False,False,2.94,0.0
433.25,433.41,433.24,433.41,6827.0,433.3211,2023-06-23 13:01:00+00:00,68,2023-06-23,13:01:00,433.2669842797727,433.2302599882017,433.29292526727704,0.1244656595780726,433.79078790558935,432.79506262896473,433.26,0.0346212435950778,-0.0024201029426859,False,False,False,True,False,False,3.03,0.0
433.38,433.5,433.37,433.44,291199.0,433.4197,2023-06-26 13:35:00+00:00,2310,2023-06-26,13:35:00,433.1786607143267,433.0453582400005,432.9699378791221,0.1252710635819195,433.47102213344976,432.4688536247944,433.37,0.0161524794055871,0.0056607307594523,True,False,False,False,True,False,0.0,3.01
434.27,434.29,434.08,434.2,138629.0,434.1915,2023-06-26 14:00:00+00:00,1526,2023-06-26,14:00:00,434.2461924575001,434.2354723456432,434.0975506655402,0.1727101838505237,434.7883914009423,433.4067099301381,434.27,-0.0161190043060752,0.0054181700814435,True,False,False,False,False,True,0.0,3.76
432.885,432.885,432.28,432.59,795938.0,432.7557,2023-06-26 14:40:00+00:00,4877,2023-06-26,14:40:00,432.9531518929395,433.1946330684018,433.478691721086,0.2439344804337227,434.4544296428209,432.50295379935113,432.89,-0.0693016701702537,-0.0138461786546618,False,True,True,False,False,False,2.48,0.0
433.14,433.2799,433.08,433.24,117020.0,433.1811,2023-06-26 14:47:00+00:00,998,2023-06-26,14:47:00,433.0901250307711,433.07997080143343,433.2432567651998,0.2429659425135588,434.2151205352541,432.2713929951456,433.15,0.0207780214706295,-0.0084116675566512,False,True,False,True,False,False,2.356,0.0
432.41,432.52,432.41,432.48,11638.0,432.4685,2023-06-27 12:38:00+00:00,88,2023-06-27,12:38:00,432.3234328938703,432.2009806777309,432.06307289681905,0.1031853625043196,432.47581434683633,431.6503314468018,432.35,0.0300682317566775,0.0079847975777843,True,False,False,False,True,False,0.0,1.55
432.34,432.34,432.26,432.31,10287.0,432.3212,2023-06-27 12:49:00+00:00,55,2023-06-27,12:49:00,432.3564241029577,432.3610408684607,432.2853430742327,0.0968915645389598,432.67290933238854,431.8977768160768,432.36,-0.0115644370432073,0.0045143830278803,False,False,False,False,False,True,0.0,1.4725
432.72,432.99,432.7,432.98,229808.0,432.8732,2023-06-27 13:35:00+00:00,3446,2023-06-27,13:35:00,432.6744308822752,432.54717957860606,432.4329956341964,0.1379835621176106,432.9849298826669,431.8810613857259,432.7101,0.0623743240566852,0.0079784092300803,True,False,False,False,True,False,0.0,1.31
432.9,432.965,432.46,432.66,279812.0,432.6696,2023-06-27 13:46:00+00:00,2790,2023-06-27,13:46:00,432.8616959702785,432.87545075172454,432.77139984055515,0.1864437927451337,433.5171750115357,432.0256246695746,432.9,-0.0554400554400444,0.0037054315674847,False,False,False,False,False,True,0.0,1.25
434.82,434.825,434.63,434.73,378833.0,434.737,2023-06-28 13:32:00+00:00,3461,2023-06-28,13:32:00,434.91220365881065,435.0059463098032,435.0846680034327,0.0922970117182328,435.4538560503056,434.71547995655976,434.83,-0.0229974932732253,-0.0054013350814554,False,True,True,False,False,False,2.8,0.0
434.89,435.06,434.88,435.01,264573.0,434.9987,2023-06-28 13:38:00+00:00,2296,2023-06-28,13:38:00,434.9331838603072,434.94535232082205,435.00627069171054,0.1109688195304941,435.45014596983253,434.56239541358855,434.9,0.0252931708438752,-0.0014922267717641,False,False,False,True,False,False,2.6599999999999997,0.0
436.97,436.97,436.57,436.72,56737.0,436.7334,2023-06-29 12:54:00+00:00,266,2023-06-29,12:54:00,436.9985767978552,437.1485259254481,437.30537574075544,0.1579699192621534,437.93725541780407,436.6734960637068,437.0,-0.0640732265446161,-0.0137146098817291,False,True,True,False,False,False,3.28,0.0
435.895,436.2,435.84,436.13,288223.0,435.9674,2023-06-29 13:33:00+00:00,2583,2023-06-29,13:33:00,435.94375028984854,435.9426977812733,436.0276071608275,0.1808434794229835,436.75098107851943,435.3042332431355,435.8992,0.0529480210103592,0.0001179049591832,False,False,False,True,False,False,3.1159999999999997,0.0
440.4604,440.86,440.46,440.67,50280.0,440.7234,2023-06-30 12:31:00+00:00,274,2023-06-30,12:31:00,440.3312230995516,440.1989178994324,440.1023329896145,0.1494382898158728,440.700086148878,439.504579830351,440.46,0.0476774281433129,0.0071570372018377,True,False,False,False,True,False,0.0,1.26
440.9,440.92,440.86,440.89,8846.0,440.8922,2023-06-30 12:54:00+00:00,80,2023-06-30,12:54:00,440.9229226624944,440.93179793422144,440.8609615524397,0.1313888124089641,441.3865168020755,440.33540630280385,440.9,-0.0022680880018124,-0.001812194136699,False,False,False,False,False,True,0.0,1.25
441.91,442.27,441.9,442.195,600062.0,442.0735,2023-07-05 13:30:00+00:00,5049,2023-07-05,13:30:00,441.9764571847698,441.9181906165017,441.8625271415293,0.0850550179194954,442.2027472132073,441.5223070698513,441.9,0.0667571848834614,0.0050359414437338,True,False,False,False,True,False,0.0,2.41
443.16,443.26,443.01,443.1,117943.0,443.1506,2023-07-05 14:01:00+00:00,1309,2023-07-05,14:01:00,443.15220578264905,443.15085675943527,443.0460761786266,0.1592096009938602,443.68291458260205,442.4092377746512,443.15,-0.0112828613336239,0.0019219873790228,False,False,False,False,False,True,0.0,2.69
439.07,439.115,438.72,438.73,487640.0,438.9,2023-07-06 13:33:00+00:00,4119,2023-07-06,13:33:00,439.1193217574863,439.2749101317549,439.3936186119061,0.1572394303111219,440.02257633315054,438.7646608906616,439.07,-0.0774363996629182,-0.007853711847306,False,True,True,False,False,False,3.2,0.0
438.81,439.01,438.61,438.82,339413.0,438.8306,2023-07-06 13:46:00+00:00,2431,2023-07-06,13:46:00,438.75599479041415,438.7924169187112,438.9317708875935,0.1970802150863274,439.7200917479388,438.14345002724815,438.79,0.0068369835228634,-0.0076284984638511,False,True,False,True,False,False,3.36,0.0
439.71,440.29,439.71,440.04,128383.0,440.0869,2023-07-07 12:30:00+00:00,640,2023-07-07,12:30:00,439.6284139060902,439.4934741289846,439.4222389391622,0.1167667809176226,439.8893060628327,438.95517181549167,439.6,0.1000909918107365,0.0073946529578258,True,False,False,False,True,False,0.0,2.39
439.98,440.01,439.49,439.53,47227.0,439.6496,2023-07-07 12:40:00+00:00,271,2023-07-07,12:40:00,439.9041868454985,439.94610139374765,439.8309026673302,0.1740904566960261,440.52726449411426,439.1345408405461,439.99,-0.1045478306325226,0.0026251044509735,False,False,False,False,False,True,0.0,2.2705
439.02,439.11,438.85,438.85,42216.0,438.9896,2023-07-07 12:42:00+00:00,252,2023-07-07,12:42:00,439.3563052646661,439.6090430817649,439.667609666454,0.1995666371681633,440.4658762151266,438.86934311778134,439.02,-0.0387226094483073,-0.0051126777858263,False,True,True,False,False,False,4.8,0.0
439.08,439.52,439.07,439.47,20355.0,439.3761,2023-07-07 12:50:00+00:00,202,2023-07-07,12:50:00,439.12008293671016,439.1469250687014,439.296843700476,0.2267713080149905,440.2039289325359,438.389758468416,439.06,0.0933813146267081,-0.0064684694467937,False,True,False,True,False,False,4.56,0.0
438.15,438.24,438.13,438.22,7984.0,438.1966,2023-07-10 11:00:00+00:00,41,2023-07-10,11:00:00,438.0871405510253,438.0011804184688,437.9337329831463,0.0725221836024612,438.2238217175561,437.6436442487365,438.13,0.0205418483098696,0.0051381809755509,True,False,False,False,True,False,0.0,2.77
438.35,438.36,438.3,438.3,2457.0,438.3135,2023-07-10 11:24:00+00:00,21,2023-07-10,11:24:00,438.35481884216586,438.3638012160968,438.31658373657086,0.0667645156354138,438.5836417991125,438.0495256740292,438.37,-0.015968246002234,0.000799531330825,False,False,False,False,False,True,0.0,2.91
438.74,438.98,438.6299,438.9,293605.0,438.8167,2023-07-10 13:31:00+00:00,2598,2023-07-10,13:31:00,438.5484837709806,438.4282735581765,438.3736551640456,0.1246516142893616,438.87226162120305,437.87504870688815,438.75,0.034188034188029,0.0061607209322624,True,False,False,False,True,False,0.0,2.52
439.12,439.195,438.76,438.77,331242.0,438.9857,2023-07-10 13:43:00+00:00,2568,2023-07-10,13:43:00,439.0457323170888,439.04240877129575,438.898573606957,0.187503597275947,439.6485879960608,438.1485592178532,439.12,-0.0797048642740077,0.0041132780939477,False,False,False,False,False,True,0.0,2.55
440.14,440.16,439.89,440.0,349385.0,440.0006,2023-07-11 13:42:00+00:00,3333,2023-07-11,13:42:00,440.35642157600023,440.4924193878565,440.5543985831592,0.1608382099148045,441.1977514228184,439.9110457435,440.14,-0.0318080610714741,-0.0058882744560589,False,True,True,False,False,False,3.54,0.0
440.23,440.3,440.1999,440.245,84363.0,440.2445,2023-07-11 13:53:00+00:00,983,2023-07-11,13:53:00,440.1979284796675,440.2125994562664,440.29446267568017,0.1866485162146558,441.0410567405388,439.5478686108215,440.22,0.0056789786924667,-0.0044773027051866,False,False,False,True,False,False,3.363,0.0
445.4,445.92,445.39,445.74,252814.0,445.6845,2023-07-12 12:31:00+00:00,984,2023-07-12,12:31:00,444.6937958758815,444.2344449488989,443.9607667523677,0.2125092080076412,444.81080358439823,443.11072992033706,445.36,0.0853242320819102,0.0225249877906968,True,False,False,False,True,False,0.0,2.65
