timestamp,open,high,low,close,volume,vwap,transactions,date,time,ema_5,ema_10,ema_20,atr,upper_band,lower_band,call_buy,call_sell,put_buy,put_sell
2023-01-04 12:54:00+00:00,125.75,125.9,125.75,125.87,6623.0,125.8461,130,2023-01-04,12:54:00,125.71057135568532,125.75269998658317,125.8275333668395,0.0988393127547531,126.22289061785852,125.4321761158205,False,True,False,False
2023-01-05 10:51:00+00:00,126.26,126.27,126.0,126.03,17308.0,126.035,257,2023-01-05,10:51:00,126.2630108462557,126.375748227035,126.45754434466988,0.0913819772235831,126.82307225356422,126.09201643577556,True,False,False,False
2023-01-05 11:02:00+00:00,126.19,126.19,126.18,126.18,384.0,126.1858,10,2023-01-05,11:02:00,126.04510499178394,126.06513442703792,126.17728557900836,0.0952508356631457,126.55828892166096,125.7962822363558,False,True,False,False
2023-01-05 11:54:00+00:00,126.89,126.99,126.89,126.99,2960.0,126.9517,76,2023-01-05,11:54:00,126.86245441681392,126.79720746376702,126.70840483661738,0.0683721341123495,126.98189337306675,126.43491630016798,False,False,True,False
2023-01-05 12:02:00+00:00,126.92,126.93,126.87,126.88,5052.0,126.906,90,2023-01-05,12:02:00,126.93201045818128,126.90002274762637,126.8108724459908,0.0762672384073289,127.11594139962013,126.50580349236148,False,False,False,True
2023-01-05 12:06:00+00:00,127.25,127.44,127.25,127.3,10129.0,127.3377,153,2023-01-05,12:06:00,127.1026193497642,127.01601319904216,126.90381121052424,0.0905875173530095,127.2661612799363,126.5414611411122,False,False,True,False
2023-01-05 12:26:00+00:00,127.36,127.36,127.3,127.3,3046.0,127.3463,77,2023-01-05,12:26:00,127.36076774424605,127.34176226614456,127.25957937265692,0.0673704752795331,127.52906127377506,126.9900974715388,False,False,False,True
2023-01-05 12:36:00+00:00,127.54,127.69,127.53,127.69,5714.0,127.5815,94,2023-01-05,12:36:00,127.50270485330394,127.41964337395028,127.33717022903224,0.0753675941910962,127.63864060579664,127.03569985226788,False,False,True,False
2023-01-05 12:40:00+00:00,127.57,127.58,127.45,127.45,6646.0,127.5281,88,2023-01-05,12:40:00,127.5406577488008,127.50186327276056,127.41664667200246,0.0764458140161112,127.7224299280669,127.110863415938,False,False,False,True
2023-01-05 14:34:00+00:00,125.88,125.9,125.635,125.67,395083.0,125.7338,4010,2023-01-05,14:34:00,126.1625343582295,126.45147571037953,126.66267379851156,0.2435061195079855,127.6366982765435,125.68864932047964,True,False,False,False
2023-01-05 14:43:00+00:00,125.4531,125.81,125.39,125.7,325155.0,125.6283,3142,2023-01-05,14:43:00,125.61746840377046,125.76007211216324,126.05796435530746,0.2654945668908396,127.11994262287082,124.9959860877441,False,True,False,False
2023-01-06 13:31:00+00:00,125.73,126.0,125.24,125.24,39996.0,125.6991,479,2023-01-06,13:31:00,125.07399776921318,124.900091515001,124.80356152780068,0.2234913536130222,125.69752694225276,123.9095961133486,False,False,True,False
2023-01-06 13:35:00+00:00,125.38,125.59,125.19,125.59,36522.0,125.4618,543,2023-01-06,13:35:00,125.38906128774582,125.2100321309966,125.02057333037423,0.2682821668387667,126.0937019977293,123.94744466301916,False,False,False,True
2023-01-09 14:31:00+00:00,131.35,131.37,131.13,131.22,407602.0,131.2084,9470,2023-01-09,14:31:00,130.88808437669064,130.6745150650151,130.51145120235387,0.1413407956982201,131.07681438514675,129.946088019561,False,False,True,False
2023-01-09 14:34:00+00:00,131.1188,131.21,130.81,131.12,346247.0,131.0052,10330,2023-01-09,14:34:00,131.07023240790835,130.89190930307737,130.67956782171962,0.1650745647117609,131.33986608056665,130.01926956287258,False,False,False,True
2023-01-10 11:15:00+00:00,130.11,130.13,130.01,130.13,1549.0,130.0764,83,2023-01-10,11:15:00,130.19022814229433,130.2462833781181,130.29401548719468,0.0655334453241658,130.55614926849134,130.03188170589803,True,False,False,False
2023-01-10 11:18:00+00:00,130.25,130.27,130.25,130.27,422.0,130.2586,6,2023-01-10,11:18:00,130.22787917435306,130.24966077378156,130.28707390221604,0.0658689344050603,130.55054963983628,130.0235981645958,False,True,False,False
2023-01-10 12:10:00+00:00,129.84,129.84,129.8,129.8,6476.0,129.8168,129,2023-01-10,12:10:00,129.88964290836412,129.9483333131613,130.01463145583872,0.0479845656627551,130.20656971848973,129.82269319318772,True,False,False,False
2023-01-10 12:14:00+00:00,129.85,129.9,129.85,129.88,2158.0,129.8802,35,2023-01-10,12:14:00,129.85474427819543,129.88695545848313,129.95449676809744,0.0500743536358511,130.15479418264084,129.75419935355404,False,True,False,False
2023-01-10 12:17:00+00:00,129.78,129.78,129.56,129.56,6991.0,129.6879,203,2023-01-10,12:17:00,129.75622052687277,129.81940685892877,129.90116977997843,0.0597337489485367,130.14010477577258,129.66223478418428,True,False,False,False
2023-01-10 12:26:00+00:00,129.5,129.51,129.5,129.51,2688.0,129.5082,65,2023-01-10,12:26:00,129.46198724329415,129.5036283049572,129.6260125425817,0.0657582045711358,129.88904536086625,129.36297972429713,False,True,False,False
2023-01-10 14:00:00+00:00,129.88,130.25,129.88,130.24,19590.0,130.055,332,2023-01-10,14:00:00,129.95688160711265,129.86156717082525,129.79359324929854,0.0875838436820986,130.14392862402693,129.44325787457015,False,False,True,False
2023-01-10 14:02:00+00:00,129.73,129.95,129.72,129.91,4024.0,129.8693,60,2023-01-10,14:02:00,129.89305849205007,129.85228876724665,129.80006159409697,0.1166694189230926,130.26673926978935,129.3333839184046,False,False,False,True
2023-01-10 14:05:00+00:00,130.4,130.4604,130.28,130.28,24241.0,130.3878,269,2023-01-10,14:05:00,130.14090621986668,130.02464200700433,129.91075504523388,0.1351031930491863,130.45116781743062,129.37034227303715,False,False,True,False
2023-01-10 14:10:00+00:00,130.31,130.35,130.18,130.23,8376.0,130.2809,121,2023-01-10,14:10:00,130.26625102483845,130.19799172853067,130.06604232773591,0.1360566378768416,130.61026887924328,129.52181577622855,False,False,False,True
2023-01-10 14:34:00+00:00,130.68,131.2636,130.65,131.175,397126.0,131.0199,4216,2023-01-10,14:34:00,130.7333906326745,130.57005111949996,130.44678298623668,0.201615859534548,131.25324642437488,129.6403195480985,False,False,True,False
2023-01-10 14:37:00+00:00,130.76,130.8,130.55,130.74,231451.0,130.6733,2515,2023-01-10,14:37:00,130.79470833560728,130.6922894561348,130.55157698980645,0.2141691475684332,131.40825358008018,129.6949003995327,False,False,False,True
2023-01-11 12:20:00+00:00,130.63,130.63,130.46,130.46,17450.0,130.5859,186,2023-01-11,12:20:00,130.61493413510448,130.69361108791028,130.7763236583471,0.0653299349684439,131.0376433982209,130.51500391847333,True,False,False,False
2023-01-11 12:28:00+00:00,130.63,130.63,130.63,130.63,907.0,130.6186,28,2023-01-11,12:28:00,130.6071868828817,130.62233602424791,130.68082440059223,0.0598380314336288,130.92017652632674,130.44147227485772,False,True,False,False
2023-01-11 13:54:00+00:00,131.42,131.68,131.42,131.66,19523.0,131.5344,300,2023-01-11,13:54:00,131.45293308093923,131.3659344462625,131.26445735500607,0.0913632308872328,131.629910278555,130.89900443145714,False,False,True,False
2023-01-11 13:56:00+00:00,131.4085,131.45,131.35,131.43,14218.0,131.4264,93,2023-01-11,13:56:00,131.43352581375078,131.38265033179556,131.29190273278277,0.1007553158757274,131.6949239962857,130.88888146927985,False,False,False,True
2023-01-12 12:54:00+00:00,134.1,134.1,134.09,134.1,1518.0,134.0984,46,2023-01-12,12:54:00,134.0337043335743,133.99342595143196,133.9353318691732,0.0333751145708214,134.0688323274565,133.80183141088992,False,False,True,False
2023-01-12 13:01:00+00:00,134.08,134.08,133.9,134.08,6074.0,133.9754,376,2023-01-12,13:01:00,134.0913004822577,134.07068929653744,134.01595311072495,0.0722159118755823,134.30481675822728,133.72708946322263,False,False,False,True
2023-01-12 13:30:00+00:00,133.27,133.27,131.5,132.98,132345.0,132.4541,1635,2023-01-12,13:30:00,133.6838516131982,133.95669863092348,134.08856188649474,0.2051810009226942,134.90928589018552,133.26783788280397,True,False,False,False
2023-01-12 13:34:00+00:00,132.74,133.45,132.63,133.28,125464.0,132.9472,1539,2023-01-12,13:34:00,133.1180447631009,133.39734442438964,133.70539792375544,0.3144262076327905,134.9631027542866,132.44769309322427,False,True,False,False
2023-01-13 11:41:00+00:00,132.78,132.8,132.6,132.76,7449.0,132.7273,119,2023-01-13,11:41:00,132.8478546754713,132.91939650209503,133.0082722519344,0.0895748109482536,133.3665714957274,132.64997300814136,True,False,False,False
2023-01-13 11:59:00+00:00,132.8,132.8,132.78,132.78,1061.0,132.7924,13,2023-01-13,11:59:00,132.76278253244644,132.792307698651,132.8772290262781,0.0738856248929007,133.1727715258497,132.58168652670648,False,True,False,False
2023-01-13 14:35:00+00:00,132.4,132.825,132.32,132.57,449469.0,132.5837,3929,2023-01-13,14:35:00,132.25230006640902,132.13732984054494,132.07964204068568,0.1798254436330729,132.79894381521797,131.3603402661534,False,False,True,False
2023-01-13 14:41:00+00:00,132.7,132.7499,132.31,132.32,252658.0,132.492,2090,2023-01-13,14:41:00,132.44939259842278,132.37437773680327,132.25950693233165,0.2161051242802151,133.1239274294525,131.3950864352108,False,False,False,True
2023-01-17 13:30:00+00:00,135.0,135.1587,134.99,135.1587,17956.0,135.0327,392,2023-01-17,13:30:00,134.9707503627589,134.88024432465878,134.78681404300477,0.0802383283974511,135.10776735659456,134.46586072941497,False,False,True,False
2023-01-17 13:38:00+00:00,135.38,135.38,135.19,135.24,10225.0,135.2793,178,2023-01-17,13:38:00,135.27466424216834,135.19625680736507,135.05053659045797,0.0874859968928843,135.40048057802952,134.70059260288642,False,False,False,True
2023-01-17 14:27:00+00:00,135.1,135.14,134.86,134.94,55088.0,135.0201,618,2023-01-17,14:27:00,135.15020028974556,135.21983784166702,135.2579675249774,0.0943934591060841,135.63554136140175,134.88039368855306,True,False,False,False
2023-01-17 14:31:00+00:00,134.59,135.05,134.49,134.895,512768.0,134.8849,11031,2023-01-17,14:31:00,134.86166919303616,134.98086285630606,135.1023524808212,0.1679830624010252,135.7742847304253,134.43042023121708,False,True,False,False
2023-01-18 12:34:00+00:00,136.78,136.8,136.78,136.8,3405.0,136.7897,52,2023-01-18,12:34:00,136.7173096303606,136.6717016572391,136.62659141555807,0.0420660634434749,136.79485566933198,136.45832716178415,False,False,True,False
2023-01-18 12:38:00+00:00,136.77,136.77,136.66,136.66,1692.0,136.7175,50,2023-01-18,12:38:00,136.7429253590836,136.72247350407386,136.67414153499286,0.0461389465876068,136.85869732134327,136.48958574864244,False,False,False,True
2023-01-18 13:01:00+00:00,136.27,136.82,135.65,136.75,13873.0,136.5136,435,2023-01-18,13:01:00,136.81960160137072,136.8247934556547,136.80200064618208,0.1551530129994658,137.42261269817993,136.18138859418423,True,False,False,False
2023-01-18 13:12:00+00:00,136.73,136.74,136.73,136.74,748.0,136.7393,30,2023-01-18,13:12:00,136.7157352713815,136.7303284385148,136.74952791160047,0.1079143457865951,137.18118529474685,136.31787052845408,False,True,False,False
2023-01-18 13:31:00+00:00,137.19,137.2699,137.08,137.1,19769.0,137.1627,278,2023-01-18,13:31:00,136.9357644559334,136.85088485814703,136.80000981567264,0.1040434545916418,137.2161836340392,136.38383599730608,False,False,True,False
2023-01-18 13:33:00+00:00,137.06,137.06,136.3,136.4307,26855.0,136.6864,525,2023-01-18,13:33:00,136.78835086930374,136.80113283892484,136.78465520058464,0.1447242177689554,137.36355207166045,136.20575832950882,False,False,False,True
2023-01-19 11:23:00+00:00,133.7,133.71,133.7,133.71,532.0,133.7114,26,2023-01-19,11:23:00,133.77665751201943,133.84395659036431,133.9559616363838,0.0620143616233614,134.20401908287724,133.70790418989034,True,False,False,False
2023-01-19 11:35:00+00:00,133.72,133.72,133.72,133.72,602.0,133.7189,11,2023-01-19,11:35:00,133.69747055678664,133.71480833612634,133.80147694401282,0.0521493541487412,134.01007436060775,133.59287952741786,False,True,False,False
2023-01-19 12:03:00+00:00,133.5,133.5,133.46,133.5,2374.0,133.4798,46,2023-01-19,12:03:00,133.58547078211356,133.63840802684882,133.68687023909004,0.0518922399771536,133.89443919899867,133.4793012791814,True,False,False,False
2023-01-19 12:06:00+00:00,133.5,133.6,133.5,133.58,8325.0,133.5501,47,2023-01-19,12:06:00,133.54236171321884,133.58277945272184,133.64126152358477,0.0555723592504128,133.86355096058642,133.41897208658312,False,True,False,False
2023-01-19 13:01:00+00:00,133.55,134.872,133.52,133.54,6327.0,133.7633,358,2023-01-19,13:01:00,133.51191348559894,133.4922476305536,133.50305247544276,0.1652370551101628,134.1640006958834,132.8421042550021,False,False,True,False
2023-01-19 13:03:00+00:00,133.5,133.54,133.5,133.54,2672.0,133.5263,40,2023-01-19,13:03:00,133.51862821582176,133.50208312458545,133.50630826221052,0.1530264422369211,134.1184140311582,132.89420249326284,False,False,False,True
2023-01-19 14:31:00+00:00,134.55,134.65,134.37,134.465,247474.0,134.4792,7969,2023-01-19,14:31:00,134.2568435958705,134.1056818352262,133.97036499237225,0.1295928843191986,134.48873652964906,133.45199345509545,False,False,True,False
2023-01-19 14:35:00+00:00,134.735,134.75,134.36,134.53,276021.0,134.5209,2648,2023-01-19,14:35:00,134.57828021646827,134.42151060179762,134.20709186178055,0.171256727983513,134.8921187737146,133.5220649498465,False,False,False,True
2023-01-20 12:10:00+00:00,135.68,135.78,135.68,135.76,3633.0,135.7323,64,2023-01-20,12:10:00,135.64001669417382,135.55394483545746,135.47280122349562,0.0626192966614212,135.72327841014132,135.22232403684993,False,False,True,False
2023-01-20 12:21:00+00:00,135.81,135.81,135.71,135.74,9292.0,135.7908,80,2023-01-20,12:21:00,135.7871154204708,135.75324098095717,135.65732272163314,0.0582709847657139,135.890406660696,135.42423878257028,False,False,False,True
2023-01-20 12:32:00+00:00,135.92,135.98,135.92,135.98,2983.0,135.947,57,2023-01-20,12:32:00,135.88883112814517,135.83875949735696,135.76261224730632,0.0511782599449089,135.96732528708597,135.55789920752667,False,False,True,False
2023-01-20 12:44:00+00:00,136.14,136.14,136.06,136.07,3816.0,136.0956,39,2023-01-20,12:44:00,136.10246053362712,136.06589132081103,135.97569172510106,0.0482702811229761,136.16877284959295,135.78261060060916,False,False,False,True
2023-01-20 13:01:00+00:00,136.17,136.17,135.48,136.07,9730.0,136.0453,337,2023-01-20,13:01:00,136.15707536338326,136.17762281529687,136.15000862378068,0.1413216816077177,136.71529535021156,135.5847218973498,True,False,False,False
2023-01-20 13:07:00+00:00,136.16,136.16,136.11,136.16,4646.0,136.1187,54,2023-01-20,13:07:00,136.13400935974832,136.14528881962525,136.1419237302729,0.1158388579005692,136.6052791618752,135.67856829867063,False,True,False,False
2023-01-20 13:32:00+00:00,135.69,135.69,135.6,135.63,7016.0,135.6429,102,2023-01-20,13:32:00,135.7409122748262,135.82167438689882,135.9088279961865,0.0705263074337856,136.19093322592164,135.62672276645134,True,False,False,False
2023-01-20 13:41:00+00:00,135.73,135.74,135.68,135.68,7651.0,135.7129,53,2023-01-20,13:41:00,135.6668221249155,135.691586838172,135.76654450263578,0.0694744217918417,136.04444218980314,135.48864681546843,False,True,False,False
2023-01-20 13:56:00+00:00,135.55,135.55,135.38,135.38,11195.0,135.47,237,2023-01-20,13:56:00,135.5314142496979,135.60132429785222,135.66572895619169,0.0569355444296211,135.89347113391017,135.4379867784732,True,False,False,False
2023-01-20 13:58:00+00:00,135.4,135.56,135.4,135.47,9399.0,135.4552,117,2023-01-20,13:58:00,135.4817396665324,135.54749808368618,135.6241908235492,0.0608093288477329,135.86742813894014,135.38095350815829,False,True,False,False
2023-01-20 14:25:00+00:00,135.77,136.0,135.77,135.93,25106.0,135.9349,247,2023-01-20,14:25:00,135.75321671192376,135.69917733455404,135.66552172212062,0.0787856609153324,135.98066436578193,135.3503790784593,False,False,True,False
2023-01-20 14:27:00+00:00,135.88,135.88,135.53,135.53,13238.0,135.6865,168,2023-01-20,14:27:00,135.71142964974388,135.69829226527995,135.67281936890146,0.0943540589760875,136.0502356048058,135.2954031329971,False,False,False,True
2023-01-20 14:30:00+00:00,135.28,135.29,134.66,134.715,5309368.0,135.1024,13321,2023-01-20,14:30:00,135.24986804436855,135.43369275836895,135.5352616403515,0.1516318113146229,136.14178888561,134.92873439509302,True,False,False,False
2023-01-20 14:41:00+00:00,134.52,134.78,134.47,134.7291,277148.0,134.649,2492,2023-01-20,14:41:00,134.57757618054424,134.64774686230788,134.87775073370196,0.234153007440627,135.81436276346446,133.94113870393946,False,True,False,False
2023-01-23 12:45:00+00:00,138.06,138.13,138.05,138.1,6353.0,138.0735,139,2023-01-23,12:45:00,137.99554908111878,137.91581562930403,137.8178603779141,0.0610858438239437,138.06220375320987,137.5735170026183,False,False,True,False
2023-01-23 12:53:00+00:00,137.95,138.02,137.95,138.02,2341.0,137.9863,69,2023-01-23,12:53:00,138.01935541032614,137.99855684361142,137.92388088791094,0.0550498688415575,138.14408036327717,137.7036814125447,False,False,False,True
2023-01-23 14:33:00+00:00,138.875,139.22,138.78,139.2099,565714.0,139.0068,11264,2023-01-23,14:33:00,138.66114675946696,138.40762235532748,138.21544477005645,0.1396138980219384,138.77390036214422,137.65698917796868,False,False,True,False
2023-01-23 14:46:00+00:00,139.665,139.75,139.2,139.36,448358.0,139.4049,4575,2023-01-23,14:46:00,139.4013711832882,139.3007807829925,139.0417557592204,0.2270907353913687,139.95011870078588,138.1333928176549,False,False,False,True
2023-01-24 11:54:00+00:00,140.51,140.51,140.5,140.5,1063.0,140.5051,68,2023-01-24,11:54:00,140.58775945542013,140.65934719013086,140.7488986031164,0.0602715310420532,140.98998472728462,140.50781247894818,True,False,False,False
2023-01-24 12:00:00+00:00,140.5,140.65,140.5,140.55,11430.0,140.5746,164,2023-01-24,12:00:00,140.55567086907564,140.6157613421537,140.70850883384355,0.0618950567654533,140.95608906090536,140.46092860678175,False,True,False,False
2023-01-24 12:05:00+00:00,140.37,140.38,140.36,140.38,1062.0,140.3711,30,2023-01-24,12:05:00,140.43449163707996,140.4981862359925,140.6019644751614,0.0574099088005883,140.83160411036374,140.37232483995905,True,False,False,False
2023-01-24 12:15:00+00:00,140.45,140.45,140.4,140.4,3414.0,140.4144,74,2023-01-24,12:15:00,140.40850325546296,140.43032983348516,140.50008903259464,0.0492343643368282,140.69702648994195,140.30315157524734,False,True,False,False
2023-01-24 12:52:00+00:00,140.6,140.6,140.54,140.54,1386.0,140.575,40,2023-01-24,12:52:00,140.49432506940542,140.4572371600075,140.43853119805144,0.0383050847901972,140.59175153721222,140.28531085889065,False,False,True,False
2023-01-24 12:55:00+00:00,140.52,140.52,140.45,140.46,2965.0,140.466,44,2023-01-24,12:55:00,140.4923926131572,140.47471516877948,140.45394725055985,0.0409255720719961,140.61764953884784,140.29024496227186,False,False,False,True
2023-01-24 13:42:00+00:00,140.08,140.08,139.82,139.82,25830.0,139.9698,652,2023-01-24,13:42:00,140.04223369615258,140.13131198300738,140.21644068434105,0.0623661119963276,140.46590513232636,139.96697623635575,True,False,False,False
2023-01-24 13:49:00+00:00,139.9789,140.0,139.95,139.95,6241.0,139.9843,146,2023-01-24,13:49:00,139.94411335761663,139.97992493903052,140.07038956493605,0.0668154513006456,140.33765137013864,139.80312775973346,False,True,False,False
2023-01-24 13:53:00+00:00,139.82,139.82,139.7001,139.72,8864.0,139.7602,160,2023-01-24,13:53:00,139.8183433792823,139.88062752031823,139.98326529836865,0.0702134776809452,140.26411920909243,139.70241138764487,True,False,False,False
2023-01-24 13:59:00+00:00,139.79,139.89,139.79,139.85,2386.0,140.0109,73,2023-01-24,13:59:00,139.79012424728955,139.80217761309115,139.88152178442206,0.0795292378995926,140.19963873602043,139.5634048328237,False,True,False,False
2023-01-24 14:27:00+00:00,139.99,140.35,139.99,140.13,14638.0,140.1398,192,2023-01-24,14:27:00,140.0201567309775,139.97933368168734,139.9358655163713,0.0824681235974467,140.26573801076108,139.60599302198153,False,False,True,False
2023-01-24 14:46:00+00:00,141.68,141.94,141.51,141.9212,227557.0,141.7076,1827,2023-01-24,14:46:00,141.7484519640901,141.56726504243372,141.225061038381,0.2509482861824857,142.22885418311094,140.22126789365106,False,False,False,True
2023-01-25 11:54:00+00:00,140.93,140.93,140.93,140.93,543.0,140.9689,26,2023-01-25,11:54:00,141.06099159873736,141.15546324281306,141.2064614765352,0.0659955850570022,141.4704438167632,140.94247913630718,True,False,False,False
2023-01-25 12:08:00+00:00,141.03,141.06,141.03,141.06,2335.0,141.0532,58,2023-01-25,12:08:00,141.00346667340807,141.01223791365226,141.0638192392073,0.0566821086505376,141.29054767380944,140.83709080460517,False,True,False,False
2023-01-25 13:48:00+00:00,140.95,140.95,140.83,140.83,9208.0,140.9037,185,2023-01-25,13:48:00,140.96427580257216,141.0580384939496,141.17405408699332,0.0832362863359178,141.506999232337,140.84110894164965,True,False,False,False
2023-01-25 13:54:00+00:00,140.88,140.93,140.85,140.88,4669.0,140.8854,76,2023-01-25,13:54:00,140.87901461092542,140.92318140739323,141.03294454026027,0.0858559114350253,141.37636818600038,140.68952089452017,False,True,False,False
2023-01-25 14:31:00+00:00,140.0013,140.17,139.5,139.7099,792076.0,139.8223,14585,2023-01-25,14:31:00,140.26791750643332,140.50714489814595,140.68947977090696,0.1887933866803232,141.44465331762825,139.93430622418566,True,False,False,False
2023-01-25 14:38:00+00:00,139.79,140.28,139.77,140.2,350831.0,140.1322,3063,2023-01-25,14:38:00,139.96965278501307,140.04836746852274,140.2773386475027,0.2394243456528433,141.23503603011406,139.31964126489132,False,True,False,False
2023-01-26 12:44:00+00:00,142.7,142.78,142.7,142.78,2655.0,142.7361,79,2023-01-26,12:44:00,142.70201360693852,142.65233390162908,142.6082779805705,0.0404322553740939,142.77000700206688,142.44654895907414,False,False,True,False
2023-01-26 13:01:00+00:00,143.2101,143.24,142.53,143.2105,4193.0,142.8862,335,2023-01-26,13:01:00,143.22690865553372,143.18204864215423,143.05647805335235,0.1534871010681044,143.67042645762476,142.44252964907994,False,False,False,True
2023-01-26 14:31:00+00:00,143.59,143.91,143.59,143.89,327332.0,143.7975,8586,2023-01-26,14:31:00,143.5053137583431,143.38127407361907,143.28675705648126,0.1383369758241818,143.840104959778,142.73340915318454,False,False,True,False
2023-01-26 14:34:00+00:00,144.01,144.015,143.59,143.705,291471.0,143.7898,3750,2023-01-26,14:34:00,143.7803151876573,143.62955281718126,143.4581544812013,0.1727266646472574,144.14906113979032,142.76724782261226,False,False,False,True
2023-01-27 12:06:00+00:00,143.63,143.68,143.62,143.68,3044.0,143.6458,53,2023-01-27,12:06:00,143.5786164539731,143.52463589301215,143.474871908291,0.0472296068202109,143.66379033557183,143.28595348101015,False,False,True,False
2023-01-27 12:15:00+00:00,143.64,143.66,143.6,143.62,1806.0,143.635,41,2023-01-27,12:15:00,143.6338101994095,143.6116285556567,143.55872487565085,0.0441017092114603,143.7351317124967,143.382318038805,False,False,False,True
2023-01-27 12:28:00+00:00,143.36,143.36,143.3,143.33,4748.0,143.3346,124,2023-01-27,12:28:00,143.45994290349597,143.52290400296218,143.5480948084646,0.0524763864027022,143.75800035407542,143.3381892628538,True,False,False,False
2023-01-27 12:32:00+00:00,143.46,143.49,143.45,143.49,1723.0,143.4685,40,2023-01-27,12:32:00,143.4539393389622,143.47999680099954,143.51288158500785,0.0524457822024151,143.7226647138175,143.3030984561982,False,True,False,False
2023-01-27 14:32:00+00:00,143.91,144.245,143.91,144.24,341813.0,144.0766,9209,2023-01-27,14:32:00,143.78737125640822,143.6070163473923,143.52452405273206,0.1469790810082317,144.112440376765,142.93660772869913,False,False,True,False
2023-01-27 14:43:00+00:00,144.24,144.33,143.94,144.105,281501.0,144.1105,2307,2023-01-27,14:43:00,144.19092787647054,144.13527023712075,143.97304030139057,0.1812531500890048,144.6980529017466,143.24802770103454,False,False,False,True
2023-01-27 14:50:00+00:00,144.88,145.21,144.8742,145.05,734597.0,145.029,7169,2023-01-27,14:50:00,144.76435700420132,144.55979984630767,144.30868745530543,0.2138859210775659,145.1642311396157,143.45314377099515,False,False,True,False
2023-01-27 14:55:00+00:00,145.015,145.08,144.83,145.025,262317.0,144.9801,2340,2023-01-27,14:55:00,144.96627335034754,144.83163849417028,144.57495441209568,0.2105134110294504,145.4170080562135,143.73290076797787,False,False,False,True
2023-01-30 11:31:00+00:00,143.82,143.82,143.67,143.67,1972.0,143.7567,117,2023-01-30,11:31:00,143.79401608899394,143.85853089452925,143.92384931521585,0.0585510378316776,144.15805346654255,143.68964516388914,True,False,False,False
2023-01-30 11:37:00+00:00,143.86,143.88,143.86,143.88,1884.0,143.864,33,2023-01-30,11:37:00,143.7686945360976,143.79381061396123,143.86008981138644,0.0659182487578873,144.123762806418,143.5964168163549,False,True,False,False
2023-01-30 12:01:00+00:00,144.23,144.38,144.22,144.36,7071.0,144.2824,95,2023-01-30,12:01:00,144.13651460758462,144.0445109711265,143.9745086505283,0.081100526828471,144.29891075784218,143.6501065432144,False,False,True,False
2023-01-30 12:11:00+00:00,144.33,144.4,144.32,144.4,3048.0,144.347,44,2023-01-30,12:11:00,144.3734103276474,144.32653863400722,144.2181632578266,0.0695312278229746,144.49628816911851,143.9400383465347,False,False,False,True
