timestamp,open,high,low,close,volume,vwap,transactions,otc,time
2023-08-31 09:30:00-04:00,3.18,3.18,3.18,3.18,14,3.18,1,,09:30:00
2023-08-31 09:31:00-04:00,3.12,3.14,3.07,3.07,24,3.1217,3,,09:31:00
2023-08-31 09:32:00-04:00,3.12,3.14,3.07,3.07,24,3.1217,3,,09:32:00
2023-08-31 09:33:00-04:00,3.12,3.14,3.07,3.07,24,3.1217,3,,09:33:00
2023-08-31 09:34:00-04:00,3.03,3.03,3.03,3.03,1,3.03,1,,09:34:00
2023-08-31 09:35:00-04:00,2.97,2.99,2.97,2.99,77,2.9709,4,,09:35:00
2023-08-31 09:36:00-04:00,2.97,2.99,2.97,2.99,77,2.9709,4,,09:36:00
2023-08-31 09:37:00-04:00,2.97,2.99,2.97,2.99,77,2.9709,4,,09:37:00
2023-08-31 09:38:00-04:00,2.95,3.02,2.95,3.02,9,3.0122,2,,09:38:00
2023-08-31 09:39:00-04:00,2.95,3.02,2.95,3.02,9,3.0122,2,,09:39:00
2023-08-31 09:40:00-04:00,3.05,3.05,2.97,2.97,7,3.0271,2,,09:40:00
2023-08-31 09:41:00-04:00,3.03,3.03,3.03,3.03,1,3.03,1,,09:41:00
2023-08-31 09:42:00-04:00,3.1,3.1,3.1,3.1,2,3.1,1,,09:42:00
2023-08-31 09:43:00-04:00,3.15,3.15,3.15,3.15,39,3.15,1,,09:43:00
2023-08-31 09:44:00-04:00,3.18,3.18,3.18,3.18,8,3.18,2,,09:44:00
2023-08-31 09:45:00-04:00,2.97,2.97,2.82,2.82,9,2.8467,3,,09:45:00
2023-08-31 09:46:00-04:00,2.88,3.16,2.88,3.16,23,2.987,6,,09:46:00
2023-08-31 09:47:00-04:00,3.34,3.34,3.26,3.29,5,3.302,4,,09:47:00
2023-08-31 09:48:00-04:00,3.3,3.3,3.25,3.25,6,3.2917,4,,09:48:00
2023-08-31 09:49:00-04:00,3.16,3.16,3.09,3.09,5,3.118,2,,09:49:00
2023-08-31 09:50:00-04:00,3.03,3.03,3.01,3.01,2,3.02,2,,09:50:00
2023-08-31 09:51:00-04:00,3.08,3.09,3.08,3.08,12,3.0817,7,,09:51:00
2023-08-31 09:52:00-04:00,3.08,3.09,3.08,3.08,12,3.0817,7,,09:52:00
2023-08-31 09:53:00-04:00,3.08,3.09,3.08,3.08,12,3.0817,7,,09:53:00
2023-08-31 09:54:00-04:00,2.91,2.91,2.83,2.83,16,2.8631,5,,09:54:00
2023-08-31 09:55:00-04:00,2.9,2.93,2.87,2.87,12,2.8975,3,,09:55:00
2023-08-31 09:56:00-04:00,2.88,2.88,2.88,2.88,13,2.88,1,,09:56:00
2023-08-31 09:57:00-04:00,2.77,2.77,2.73,2.73,72,2.7321,4,,09:57:00
2023-08-31 09:58:00-04:00,2.76,2.76,2.76,2.76,1,2.76,1,,09:58:00
2023-08-31 09:59:00-04:00,2.78,2.78,2.78,2.78,1,2.78,1,,09:59:00
2023-08-31 10:00:00-04:00,2.77,2.77,2.77,2.77,4,2.77,2,,10:00:00
2023-08-31 10:01:00-04:00,2.79,2.79,2.79,2.79,10,2.79,1,,10:01:00
2023-08-31 10:02:00-04:00,2.79,2.79,2.79,2.79,10,2.79,1,,10:02:00
2023-08-31 10:03:00-04:00,2.9,2.9,2.9,2.9,2,2.9,2,,10:03:00
2023-08-31 10:04:00-04:00,2.9,2.9,2.9,2.9,2,2.9,2,,10:04:00
2023-08-31 10:05:00-04:00,2.94,2.94,2.94,2.94,3,2.94,1,,10:05:00
2023-08-31 10:06:00-04:00,3.04,3.04,2.99,2.99,69,3.0159,8,,10:06:00
2023-08-31 10:07:00-04:00,2.97,3.02,2.96,3.02,46,2.97,3,,10:07:00
2023-08-31 10:08:00-04:00,2.97,2.97,2.97,2.97,12,2.97,2,,10:08:00
2023-08-31 10:09:00-04:00,2.88,2.92,2.88,2.92,21,2.8819,2,,10:09:00
2023-08-31 10:10:00-04:00,2.88,2.92,2.88,2.92,21,2.8819,2,,10:10:00
2023-08-31 10:11:00-04:00,3.0,3.0,3.0,3.0,20,3.0,1,,10:11:00
2023-08-31 10:12:00-04:00,2.84,2.85,2.79,2.79,4,2.8175,3,,10:12:00
2023-08-31 10:13:00-04:00,2.81,2.81,2.71,2.75,27,2.7804,4,,10:13:00
2023-08-31 10:14:00-04:00,2.71,2.71,2.71,2.71,1,2.71,1,,10:14:00
2023-08-31 10:15:00-04:00,2.72,2.72,2.72,2.72,1,2.72,1,,10:15:00
2023-08-31 10:16:00-04:00,2.72,2.72,2.72,2.72,1,2.72,1,,10:16:00
2023-08-31 10:17:00-04:00,2.75,2.75,2.71,2.71,2,2.73,2,,10:17:00
2023-08-31 10:18:00-04:00,2.75,2.75,2.71,2.71,2,2.73,2,,10:18:00
2023-08-31 10:19:00-04:00,2.75,2.75,2.71,2.71,2,2.73,2,,10:19:00
2023-08-31 10:20:00-04:00,2.75,2.75,2.71,2.71,2,2.73,2,,10:20:00
2023-08-31 10:21:00-04:00,2.68,2.68,2.67,2.67,6,2.6783,2,,10:21:00
2023-08-31 10:22:00-04:00,2.68,2.68,2.68,2.68,2,2.68,1,,10:22:00
2023-08-31 10:23:00-04:00,2.67,2.67,2.67,2.67,4,2.67,1,,10:23:00
2023-08-31 10:24:00-04:00,2.67,2.67,2.67,2.67,4,2.67,1,,10:24:00
2023-08-31 10:25:00-04:00,2.78,2.83,2.78,2.83,8,2.8175,3,,10:25:00
2023-08-31 10:26:00-04:00,2.76,2.76,2.76,2.76,115,2.76,2,,10:26:00
2023-08-31 10:27:00-04:00,2.76,2.76,2.76,2.76,115,2.76,2,,10:27:00
2023-08-31 10:28:00-04:00,2.68,2.68,2.68,2.68,5,2.68,1,,10:28:00
2023-08-31 10:29:00-04:00,2.64,2.64,2.6,2.6,2,2.62,2,,10:29:00
2023-08-31 10:30:00-04:00,2.64,2.64,2.6,2.6,2,2.62,2,,10:30:00
2023-08-31 10:31:00-04:00,2.64,2.64,2.59,2.59,16,2.6244,4,,10:31:00
2023-08-31 10:32:00-04:00,2.64,2.64,2.59,2.59,16,2.6244,4,,10:32:00
2023-08-31 10:33:00-04:00,2.6,2.62,2.6,2.62,2,2.61,2,,10:33:00
2023-08-31 10:34:00-04:00,2.6,2.6,2.6,2.6,1,2.6,1,,10:34:00
2023-08-31 10:35:00-04:00,2.53,2.53,2.53,2.53,2,2.53,1,,10:35:00
2023-08-31 10:36:00-04:00,2.57,2.57,2.57,2.57,1,2.57,1,,10:36:00
2023-08-31 10:37:00-04:00,2.57,2.57,2.57,2.57,1,2.57,1,,10:37:00
2023-08-31 10:38:00-04:00,2.57,2.57,2.57,2.57,2,2.57,2,,10:38:00
2023-08-31 10:39:00-04:00,2.61,2.61,2.6,2.6,30,2.6033,3,,10:39:00
2023-08-31 10:40:00-04:00,2.55,2.59,2.55,2.59,11,2.5536,3,,10:40:00
2023-08-31 10:41:00-04:00,2.62,2.62,2.62,2.62,2,2.62,1,,10:41:00
2023-08-31 10:42:00-04:00,2.58,2.63,2.58,2.63,19,2.6221,2,,10:42:00
2023-08-31 10:43:00-04:00,2.58,2.63,2.58,2.63,19,2.6221,2,,10:43:00
2023-08-31 10:44:00-04:00,2.58,2.63,2.58,2.63,19,2.6221,2,,10:44:00
2023-08-31 10:45:00-04:00,2.73,2.83,2.73,2.75,66,2.7621,9,,10:45:00
2023-08-31 10:46:00-04:00,2.75,2.75,2.75,2.75,1,2.75,1,,10:46:00
2023-08-31 10:47:00-04:00,2.67,2.67,2.67,2.67,1,2.67,1,,10:47:00
2023-08-31 10:48:00-04:00,2.68,2.68,2.68,2.68,1,2.68,1,,10:48:00
2023-08-31 10:49:00-04:00,2.73,2.73,2.7,2.7,7,2.7257,3,,10:49:00
2023-08-31 10:50:00-04:00,2.75,2.77,2.75,2.77,16,2.7688,3,,10:50:00
2023-08-31 10:51:00-04:00,2.83,2.95,2.83,2.95,53,2.8985,9,,10:51:00
2023-08-31 10:52:00-04:00,2.91,2.98,2.91,2.94,32,2.9278,4,,10:52:00
2023-08-31 10:53:00-04:00,2.9,2.9,2.9,2.9,8,2.9,1,,10:53:00
2023-08-31 10:54:00-04:00,2.77,2.77,2.77,2.77,1,2.77,1,,10:54:00
2023-08-31 10:55:00-04:00,2.81,2.87,2.81,2.87,3,2.83,3,,10:55:00
2023-08-31 10:56:00-04:00,2.81,2.81,2.81,2.81,8,2.81,1,,10:56:00
2023-08-31 10:57:00-04:00,2.8,2.8,2.8,2.8,1,2.8,1,,10:57:00
2023-08-31 10:58:00-04:00,2.8,2.8,2.8,2.8,1,2.8,1,,10:58:00
2023-08-31 10:59:00-04:00,2.75,2.75,2.75,2.75,2,2.75,1,,10:59:00
2023-08-31 11:00:00-04:00,2.75,2.75,2.74,2.75,14,2.7486,3,,11:00:00
2023-08-31 11:01:00-04:00,2.75,2.81,2.75,2.81,12,2.8,3,,11:01:00
2023-08-31 11:02:00-04:00,2.9,2.9,2.86,2.86,50,2.8876,3,,11:02:00
2023-08-31 11:03:00-04:00,2.87,2.87,2.83,2.83,3,2.8433,3,,11:03:00
2023-08-31 11:04:00-04:00,2.87,2.87,2.83,2.83,3,2.8433,3,,11:04:00
2023-08-31 11:05:00-04:00,2.98,2.98,2.95,2.95,31,2.951,2,,11:05:00
2023-08-31 11:06:00-04:00,2.99,2.99,2.93,2.93,3,2.96,3,,11:06:00
2023-08-31 11:07:00-04:00,2.93,2.93,2.84,2.88,23,2.8709,5,,11:07:00
2023-08-31 11:08:00-04:00,2.92,2.92,2.9,2.9,6,2.9167,5,,11:08:00
2023-08-31 11:09:00-04:00,2.79,2.79,2.79,2.79,1,2.79,1,,11:09:00
2023-08-31 11:10:00-04:00,2.79,2.79,2.79,2.79,1,2.79,1,,11:10:00
2023-08-31 11:11:00-04:00,2.78,2.78,2.78,2.78,1,2.78,1,,11:11:00
2023-08-31 11:12:00-04:00,2.78,2.78,2.78,2.78,1,2.78,1,,11:12:00
