timestamp,open,high,low,close,volume,vwap,transactions,otc,time
2023-02-28 09:30:00-05:00,3.72,3.75,3.72,3.73,8,3.735,7,,09:30:00
2023-02-28 09:31:00-05:00,3.69,3.69,3.65,3.65,67,3.6784,10,,09:31:00
2023-02-28 09:32:00-05:00,3.6,3.62,3.59,3.6,13,3.6085,9,,09:32:00
2023-02-28 09:33:00-05:00,3.6,3.6,3.56,3.57,8,3.57,4,,09:33:00
2023-02-28 09:34:00-05:00,3.5,3.53,3.5,3.5,13,3.5023,3,,09:34:00
2023-02-28 09:35:00-05:00,3.58,3.59,3.52,3.59,23,3.5543,6,,09:35:00
2023-02-28 09:36:00-05:00,3.58,3.62,3.56,3.62,63,3.5822,14,,09:36:00
2023-02-28 09:37:00-05:00,3.64,3.69,3.64,3.68,25,3.6716,12,,09:37:00
2023-02-28 09:38:00-05:00,3.67,3.67,3.64,3.66,112,3.6685,6,,09:38:00
2023-02-28 09:39:00-05:00,3.68,3.68,3.68,3.68,5,3.68,2,,09:39:00
2023-02-28 09:40:00-05:00,3.75,3.83,3.75,3.83,17,3.78,4,,09:40:00
2023-02-28 09:41:00-05:00,3.9,3.9,3.8,3.8,77,3.8581,16,,09:41:00
2023-02-28 09:42:00-05:00,3.81,3.81,3.8,3.8,11,3.8091,5,,09:42:00
2023-02-28 09:43:00-05:00,3.9,3.92,3.9,3.92,55,3.9013,9,,09:43:00
2023-02-28 09:44:00-05:00,3.89,3.89,3.77,3.78,39,3.8262,9,,09:44:00
2023-02-28 09:45:00-05:00,3.94,4.02,3.91,3.97,53,3.963,11,,09:45:00
2023-02-28 09:46:00-05:00,3.91,4.09,3.91,4.02,26,4.0385,18,,09:46:00
2023-02-28 09:47:00-05:00,4.03,4.03,3.99,4.0,260,3.991,5,,09:47:00
2023-02-28 09:48:00-05:00,4.02,4.02,4.02,4.02,1,4.02,1,,09:48:00
2023-02-28 09:49:00-05:00,3.93,3.93,3.83,3.83,23,3.8783,6,,09:49:00
