timestamp,open,high,low,close,volume,vwap,transactions,otc,time
2024-04-22 09:30:00-04:00,4.7,4.7,4.65,4.65,29,4.6707,3,,09:30:00
2024-04-22 09:31:00-04:00,4.7,4.7,4.65,4.65,29,4.6707,3,,09:31:00
2024-04-22 09:32:00-04:00,4.36,4.53,4.36,4.5,26,4.4962,5,,09:32:00
2024-04-22 09:33:00-04:00,4.49,4.55,4.48,4.55,9,4.4922,5,,09:33:00
2024-04-22 09:34:00-04:00,4.5,4.5,4.43,4.43,22,4.4355,3,,09:34:00
2024-04-22 09:35:00-04:00,4.36,4.37,4.25,4.37,8,4.3075,4,,09:35:00
2024-04-22 09:36:00-04:00,4.35,4.35,4.3,4.3,21,4.3024,2,,09:36:00
2024-04-22 09:37:00-04:00,4.28,4.28,4.25,4.25,3,4.26,3,,09:37:00
2024-04-22 09:38:00-04:00,4.31,4.33,4.31,4.33,80,4.3102,5,,09:38:00
2024-04-22 09:39:00-04:00,4.34,4.35,4.34,4.34,5,4.344,3,,09:39:00
2024-04-22 09:40:00-04:00,4.34,4.34,4.32,4.32,5,4.336,5,,09:40:00
2024-04-22 09:41:00-04:00,4.33,4.33,4.33,4.33,4,4.33,1,,09:41:00
2024-04-22 09:42:00-04:00,4.24,4.24,4.24,4.24,1,4.24,1,,09:42:00
2024-04-22 09:43:00-04:00,4.17,4.27,4.17,4.2,13,4.1823,4,,09:43:00
2024-04-22 09:44:00-04:00,4.35,4.35,4.35,4.35,3,4.35,1,,09:44:00
2024-04-22 09:45:00-04:00,4.28,4.38,4.28,4.38,10,4.338,3,,09:45:00
2024-04-22 09:46:00-04:00,4.41,4.44,4.41,4.44,6,4.425,5,,09:46:00
2024-04-22 09:47:00-04:00,4.4,4.4,4.39,4.4,11,4.3991,3,,09:47:00
2024-04-22 09:48:00-04:00,4.54,4.59,4.51,4.59,40,4.5505,10,,09:48:00
2024-04-22 09:49:00-04:00,4.57,4.63,4.57,4.63,3,4.61,3,,09:49:00
2024-04-22 09:50:00-04:00,4.66,4.68,4.64,4.64,71,4.6537,10,,09:50:00
2024-04-22 09:51:00-04:00,4.57,4.57,4.57,4.57,1,4.57,1,,09:51:00
2024-04-22 09:52:00-04:00,4.56,4.56,4.56,4.56,6,4.56,1,,09:52:00
2024-04-22 09:53:00-04:00,4.58,4.58,4.57,4.57,10,4.579,2,,09:53:00
2024-04-22 09:54:00-04:00,4.61,4.61,4.58,4.58,26,4.5812,3,,09:54:00
2024-04-22 09:55:00-04:00,4.61,4.61,4.58,4.58,26,4.5812,3,,09:55:00
2024-04-22 09:56:00-04:00,4.63,4.63,4.63,4.63,1,4.63,1,,09:56:00
2024-04-22 09:57:00-04:00,4.6,4.67,4.6,4.67,85,4.6576,6,,09:57:00
2024-04-22 09:58:00-04:00,4.55,4.55,4.55,4.55,1,4.55,1,,09:58:00
2024-04-22 09:59:00-04:00,4.46,4.46,4.46,4.46,1,4.46,1,,09:59:00
2024-04-22 10:00:00-04:00,4.5,4.55,4.5,4.52,8,4.5213,6,,10:00:00
2024-04-22 10:01:00-04:00,4.6,4.73,4.6,4.71,30,4.7117,8,,10:01:00
2024-04-22 10:02:00-04:00,4.72,4.72,4.6,4.61,5,4.646,4,,10:02:00
2024-04-22 10:03:00-04:00,4.72,4.72,4.6,4.61,5,4.646,4,,10:03:00
2024-04-22 10:04:00-04:00,4.68,4.68,4.64,4.64,21,4.65,5,,10:04:00
2024-04-22 10:05:00-04:00,4.71,4.71,4.69,4.69,5,4.694,2,,10:05:00
2024-04-22 10:06:00-04:00,4.66,4.66,4.5,4.5,3,4.57,3,,10:06:00
