timestamp,open,high,low,close,volume,vwap,transactions,otc,time
2024-04-23 09:30:00-04:00,4.12,4.12,4.1,4.1,10,4.114,4,,09:30:00
2024-04-23 09:31:00-04:00,4.1,4.1,4.1,4.1,2,4.1,1,,09:31:00
2024-04-23 09:32:00-04:00,4.22,4.25,4.22,4.25,6,4.245,2,,09:32:00
2024-04-23 09:33:00-04:00,4.18,4.18,4.18,4.18,10,4.18,1,,09:33:00
2024-04-23 09:34:00-04:00,4.1,4.1,4.02,4.02,6,4.0867,2,,09:34:00
2024-04-23 09:35:00-04:00,4.03,4.03,4.03,4.03,1,4.03,1,,09:35:00
2024-04-23 09:36:00-04:00,4.09,4.09,4.09,4.09,5,4.09,1,,09:36:00
2024-04-23 09:37:00-04:00,4.09,4.09,4.09,4.09,5,4.09,1,,09:37:00
2024-04-23 09:38:00-04:00,4.18,4.26,4.18,4.26,42,4.2455,6,,09:38:00
2024-04-23 09:39:00-04:00,4.25,4.3,4.25,4.3,3,4.27,3,,09:39:00
2024-04-23 09:40:00-04:00,4.21,4.21,4.21,4.21,12,4.21,1,,09:40:00
2024-04-23 09:41:00-04:00,4.21,4.32,4.21,4.32,43,4.2991,8,,09:41:00
2024-04-23 09:42:00-04:00,4.35,4.49,4.34,4.48,17,4.4282,8,,09:42:00
2024-04-23 09:43:00-04:00,4.47,4.47,4.37,4.39,59,4.4508,10,,09:43:00
2024-04-23 09:44:00-04:00,4.35,4.35,4.27,4.27,14,4.3071,3,,09:44:00
2024-04-23 09:45:00-04:00,4.48,4.97,4.45,4.97,55,4.5315,16,,09:45:00
2024-04-23 09:46:00-04:00,5.0,5.02,4.82,4.82,246,4.9782,14,,09:46:00
2024-04-23 09:47:00-04:00,4.91,4.91,4.84,4.87,55,4.8702,4,,09:47:00
2024-04-23 09:48:00-04:00,5.01,5.01,4.9,4.9,20,4.9525,5,,09:48:00
2024-04-23 09:49:00-04:00,4.88,4.88,4.78,4.78,24,4.7863,3,,09:49:00
2024-04-23 09:50:00-04:00,4.75,4.75,4.72,4.72,128,4.7202,5,,09:50:00
2024-04-23 09:51:00-04:00,4.54,4.63,4.53,4.61,10,4.563,4,,09:51:00
2024-04-23 09:52:00-04:00,4.66,4.74,4.66,4.71,23,4.71,6,,09:52:00
2024-04-23 09:53:00-04:00,4.79,4.88,4.79,4.88,20,4.85,6,,09:53:00
2024-04-23 09:54:00-04:00,4.9,5.01,4.9,5.01,5,4.964,4,,09:54:00
2024-04-23 09:55:00-04:00,5.03,5.2,5.03,5.2,11,5.0918,6,,09:55:00
2024-04-23 09:56:00-04:00,5.23,5.28,5.11,5.11,20,5.2285,6,,09:56:00
2024-04-23 09:57:00-04:00,5.04,5.04,4.95,4.95,4,5.0075,4,,09:57:00
2024-04-23 09:58:00-04:00,4.95,4.95,4.95,4.95,5,4.95,2,,09:58:00
2024-04-23 09:59:00-04:00,4.95,4.95,4.95,4.95,5,4.95,2,,09:59:00
2024-04-23 10:00:00-04:00,4.89,4.94,4.88,4.88,18,4.9311,3,,10:00:00
2024-04-23 10:01:00-04:00,5.05,5.05,5.05,5.05,5,5.05,1,,10:01:00
2024-04-23 10:02:00-04:00,4.9,4.9,4.88,4.88,6,4.8967,2,,10:02:00
2024-04-23 10:03:00-04:00,4.85,4.85,4.85,4.85,40,4.85,1,,10:03:00
2024-04-23 10:04:00-04:00,5.0,5.0,5.0,5.0,5,5.0,1,,10:04:00
2024-04-23 10:05:00-04:00,5.0,5.08,5.0,5.08,27,5.0093,4,,10:05:00
2024-04-23 10:06:00-04:00,5.14,5.16,5.14,5.16,31,5.1471,2,,10:06:00
2024-04-23 10:07:00-04:00,5.14,5.16,5.14,5.16,31,5.1471,2,,10:07:00
2024-04-23 10:08:00-04:00,5.24,5.31,5.24,5.31,57,5.2475,4,,10:08:00
2024-04-23 10:09:00-04:00,5.26,5.26,5.11,5.11,41,5.2122,6,,10:09:00
2024-04-23 10:10:00-04:00,5.12,5.17,5.12,5.17,49,5.1376,6,,10:10:00
2024-04-23 10:11:00-04:00,5.09,5.13,5.09,5.13,12,5.0967,2,,10:11:00
2024-04-23 10:12:00-04:00,5.2,5.24,5.2,5.24,24,5.2133,2,,10:12:00
2024-04-23 10:13:00-04:00,5.23,5.33,5.21,5.21,124,5.2594,9,,10:13:00
2024-04-23 10:14:00-04:00,5.11,5.11,5.11,5.11,6,5.11,1,,10:14:00
2024-04-23 10:15:00-04:00,5.17,5.22,5.17,5.18,17,5.1765,3,,10:15:00
2024-04-23 10:16:00-04:00,5.22,5.22,5.2,5.2,2,5.21,2,,10:16:00
2024-04-23 10:17:00-04:00,5.2,5.2,5.2,5.2,17,5.2,3,,10:17:00
2024-04-23 10:18:00-04:00,5.2,5.2,5.2,5.2,17,5.2,3,,10:18:00
2024-04-23 10:19:00-04:00,5.2,5.2,5.2,5.2,17,5.2,3,,10:19:00
2024-04-23 10:20:00-04:00,5.4,5.51,5.4,5.51,2,5.455,2,,10:20:00
2024-04-23 10:21:00-04:00,5.51,5.51,5.51,5.51,1,5.51,1,,10:21:00
2024-04-23 10:22:00-04:00,5.42,5.42,5.34,5.42,22,5.3473,10,,10:22:00
2024-04-23 10:23:00-04:00,5.26,5.27,5.26,5.27,15,5.2633,4,,10:23:00
2024-04-23 10:24:00-04:00,5.29,5.32,5.29,5.32,25,5.302,4,,10:24:00
2024-04-23 10:25:00-04:00,5.37,5.37,5.37,5.37,25,5.37,2,,10:25:00
2024-04-23 10:26:00-04:00,5.57,5.57,5.56,5.56,29,5.5634,2,,10:26:00
2024-04-23 10:27:00-04:00,5.57,5.57,5.56,5.56,29,5.5634,2,,10:27:00
2024-04-23 10:28:00-04:00,5.74,5.76,5.74,5.76,3,5.7533,2,,10:28:00
2024-04-23 10:29:00-04:00,5.74,5.76,5.74,5.76,3,5.7533,2,,10:29:00
2024-04-23 10:30:00-04:00,5.83,6.04,5.83,6.04,9,5.9722,4,,10:30:00
2024-04-23 10:31:00-04:00,6.15,6.23,6.15,6.21,9,6.1989,4,,10:31:00
2024-04-23 10:32:00-04:00,6.15,6.23,6.15,6.21,9,6.1989,4,,10:32:00
2024-04-23 10:33:00-04:00,6.15,6.23,6.15,6.21,9,6.1989,4,,10:33:00
2024-04-23 10:34:00-04:00,6.22,6.22,6.22,6.22,1,6.22,1,,10:34:00
2024-04-23 10:35:00-04:00,6.07,6.07,6.07,6.07,1,6.07,1,,10:35:00
2024-04-23 10:36:00-04:00,6.07,6.07,6.07,6.07,1,6.07,1,,10:36:00
2024-04-23 10:37:00-04:00,5.91,5.91,5.91,5.91,2,5.91,2,,10:37:00
2024-04-23 10:38:00-04:00,5.91,5.91,5.91,5.91,2,5.91,2,,10:38:00
2024-04-23 10:39:00-04:00,5.91,5.91,5.91,5.91,2,5.91,2,,10:39:00
2024-04-23 10:40:00-04:00,5.91,5.91,5.91,5.91,2,5.91,2,,10:40:00
2024-04-23 10:41:00-04:00,5.93,5.93,5.93,5.93,1,5.93,1,,10:41:00
2024-04-23 10:42:00-04:00,5.93,5.93,5.93,5.93,1,5.93,1,,10:42:00
2024-04-23 10:43:00-04:00,5.93,5.93,5.93,5.93,1,5.93,1,,10:43:00
2024-04-23 10:44:00-04:00,5.93,5.93,5.93,5.93,1,5.93,1,,10:44:00
2024-04-23 10:45:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:45:00
2024-04-23 10:46:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:46:00
2024-04-23 10:47:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:47:00
2024-04-23 10:48:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:48:00
2024-04-23 10:49:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:49:00
2024-04-23 10:50:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:50:00
2024-04-23 10:51:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:51:00
2024-04-23 10:52:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:52:00
2024-04-23 10:53:00-04:00,5.76,5.76,5.76,5.76,10,5.76,1,,10:53:00
2024-04-23 10:54:00-04:00,6.0,6.0,6.0,6.0,1,6.0,1,,10:54:00
2024-04-23 10:55:00-04:00,6.0,6.0,6.0,6.0,1,6.0,1,,10:55:00
2024-04-23 10:56:00-04:00,6.0,6.0,6.0,6.0,1,6.0,1,,10:56:00
2024-04-23 10:57:00-04:00,6.25,6.33,6.25,6.33,7,6.3186,3,,10:57:00
2024-04-23 10:58:00-04:00,6.25,6.33,6.25,6.33,7,6.3186,3,,10:58:00
2024-04-23 10:59:00-04:00,6.25,6.33,6.25,6.33,7,6.3186,3,,10:59:00
2024-04-23 11:00:00-04:00,6.25,6.33,6.25,6.33,7,6.3186,3,,11:00:00
2024-04-23 11:01:00-04:00,5.91,5.91,5.91,5.91,1,5.91,1,,11:01:00
2024-04-23 11:02:00-04:00,5.75,5.75,5.75,5.75,1,5.75,1,,11:02:00
2024-04-23 11:03:00-04:00,5.75,5.75,5.75,5.75,1,5.75,1,,11:03:00
2024-04-23 11:04:00-04:00,5.73,5.73,5.73,5.73,3,5.73,3,,11:04:00
2024-04-23 11:05:00-04:00,5.73,5.73,5.73,5.73,3,5.73,3,,11:05:00
2024-04-23 11:06:00-04:00,5.73,5.73,5.73,5.73,3,5.73,3,,11:06:00
2024-04-23 11:07:00-04:00,5.73,5.73,5.73,5.73,3,5.73,3,,11:07:00
2024-04-23 11:08:00-04:00,5.73,5.73,5.73,5.73,3,5.73,3,,11:08:00
2024-04-23 11:09:00-04:00,5.62,5.62,5.62,5.62,1,5.62,1,,11:09:00
2024-04-23 11:10:00-04:00,5.62,5.62,5.62,5.62,1,5.62,1,,11:10:00
2024-04-23 11:11:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:11:00
2024-04-23 11:12:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:12:00
2024-04-23 11:13:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:13:00
2024-04-23 11:14:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:14:00
2024-04-23 11:15:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:15:00
2024-04-23 11:16:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:16:00
2024-04-23 11:17:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:17:00
2024-04-23 11:18:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:18:00
2024-04-23 11:19:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:19:00
2024-04-23 11:20:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:20:00
2024-04-23 11:21:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:21:00
2024-04-23 11:22:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:22:00
2024-04-23 11:23:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:23:00
2024-04-23 11:24:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:24:00
2024-04-23 11:25:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:25:00
2024-04-23 11:26:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:26:00
2024-04-23 11:27:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:27:00
2024-04-23 11:28:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:28:00
2024-04-23 11:29:00-04:00,5.86,5.86,5.86,5.86,1,5.86,1,,11:29:00
2024-04-23 11:30:00-04:00,6.04,6.04,6.04,6.04,2,6.04,1,,11:30:00
